code,name,change_rate,current_price,change_value,buy_price,sell_price,total_volume,total_amount,current_volume,speed_1min,real_change_rate,avg_diff,turnover_rate,order_ratio,total_market_cap,circulating_market_cap,circulation_ratio,speed_4min,deviation_today,deviation_unusual,deviation_10d,deviation_30d,unusual_count_10d,inner_volume,outer_volume,inner_outer_ratio,remark,negative_factor,positive_factor,main_net_volume,volume_ratio,pe_ttm,net_profit,pb_ratio,eps,sub_industry,industry,prev_close,open_price,open_change_rate,auction_turnover,high_price,low_price,change_5d,change_10d,change_20d,ytd_change,amplitude,buy_volume,sell_volume,trade_count,contribution,institution_trend,unusual_type,total_shares,circulating_shares,total_profit,net_profit_growth,bvps,golden_cross_count,retail_count,self_select_time,self_select_price,self_select_profit,listing_date
600794,保税科技,0.0048,4.17,0.02,4.16,4.17,14814400.0,61391499.0,261200.0,0.0,0.0048,0.63,0.0123,-28.61,5004634500.0,5004634500.0,1.0,0.0,,,,,,5976900.0,8837500.0,0.676,,,,0.02,0.92,59.07,58612903.0,1.91,0.05,物流,物流,4.15,4.15,0.0,,4.17,4.12,-0.0048,0.0072,-0.0070999999999999995,0.1583,0.012,443700.0,854498.0,6643.0,0.0,3.91,,1200152160.0,1200152160.0,92805506.0,-0.6809000000000001,2.19,4.0,5.57,,,,1997-03-06
300352,北信源,0.0048,6.27,0.03,6.27,6.28,62319660.0,386714200.0,1800.0,0.0,0.0129,1.04,0.048799999999999996,-10.11,9090397000.0,8004350200.0,0.8805,0.0,,,,,,32762992.0,29556668.0,1.11,,,,0.02,0.83,,-166136240.0,7.38,-0.115,横向通用软件,软件开发,6.24,6.19,-0.008,,6.28,6.09,0.057300000000000004,0.10779999999999999,0.07,0.1875,0.0304,372900.0,609872.0,36923.0,,0.6,,1449824100.0,1276610880.0,-189608170.0,-2.498,0.85,0.0,25.12,,,,2012-09-12
000938,紫光股份,0.0048,27.21,0.13,27.2,27.21,73705802.0,1974346300.0,859400.0,0.0,0.0078000000000000005,1.56,0.0258,-35.86,77822773000.0,77822773000.0,1.0,0.0,,,,,,39672540.0,34033262.0,1.17,,,,-0.2,0.9,55.8,1403853100.0,5.38,0.491,IT服务,IT服务,27.08,27.0,-0.003,,27.3,26.4,-0.0473,-0.0058,-0.0909,-0.0196,0.0332,80800.0,51131.0,108966.0,0.11,-12.2,,2860079900.0,2860079900.0,1908284100.0,-0.1124,5.06,1.0,40.21,,,,1999-11-04
600081,东风科技,0.0048,12.56,0.06,12.55,12.56,2390143.0,29859416.0,71200.0,0.0,0.004,0.54,0.0043,-14.58,6946008700.0,6946008700.0,1.0,0.0,,,,,,1210232.0,1179911.0,1.03,,,,-0.0,0.71,132.6,22361415.0,1.52,0.04,车身附件及饰件,汽车零部件,12.5,12.51,0.0008,,12.56,12.42,-0.0055000000000000005,0.0129,-0.018799999999999997,0.2314,0.011200000000000002,500.0,5276.0,3567.0,0.0,-0.47,,553026170.0,553026170.0,132344559.0,-0.6349,8.29,3.0,0.0,,,,1997-07-03
600420,国药现代,0.0048,10.47,0.05,10.46,10.47,6531922.0,68254384.0,28000.0,0.001,0.0019,0.2,0.0049,-21.08,14042078000.0,14042078000.0,1.0,0.001,,,,,,3310538.0,3221384.0,1.03,,,,-0.0,0.49,15.09,801171570.0,1.03,0.597,化学制剂,化学制药,10.42,10.45,0.0029,,10.48,10.39,-0.030600000000000002,-0.0197,-0.0178,-0.1005,0.0086,56200.0,49400.0,7970.0,0.0,-2.01,,1341172690.0,1341172690.0,1115489060.0,-0.1607,10.17,3.0,1.22,,,,2004-06-16
000002,万科Ａ,0.0048,6.3,0.03,6.3,6.31,68957100.0,433621140.0,994396.0,0.0,0.0032,0.19,0.0070999999999999995,0.02,75163470000.0,61213318000.0,0.8144,0.0,,,,,,34518230.0,34438870.0,1.0,,有,有,-0.06,0.78,,-28015836000.0,0.428,-2.36,住宅开发,房地产,6.27,6.28,0.0016,,6.32,6.26,-0.0032,-0.0063,-0.0735,-0.1322,0.0096,270504.0,2190323.0,25963.0,0.11,-11.91,,11930709500.0,9716399600.0,-25784129000.0,-0.5614,14.73,2.0,8.75,,,,1991-01-29
300101,振芯科技,0.0048,23.15,0.11,23.15,23.16,10369954.0,237060890.0,97300.0,0.0,0.0060999999999999995,1.26,0.0183,57.95,13147017000.0,13103905100.0,0.9967,0.0,,,,,,5645127.0,4724827.0,1.19,,,,-0.03,0.92,212.6,92777049.0,7.13,0.163,军工电子,军工电子,23.04,23.01,-0.0013,,23.37,22.45,-0.0394,-0.005600000000000001,-0.0843,0.0724,0.039900000000000005,25800.0,1700.0,19975.0,,-2.79,,567905700.0,566043420.0,104774166.0,0.3079,3.25,0.0,11.92,,,,2010-08-06
300068,南都电源,0.0048,18.97,0.09,18.96,18.97,41412752.0,775255250.0,900.0,0.0,0.0069,1.32,0.048499999999999995,-70.69,17042028000.0,16184820000.0,0.9497,0.0,,,,,,21214593.0,20198159.0,1.05,,,,-0.45,0.76,,-220287860.0,4.43,-0.25,锂电池,电池,18.88,18.84,-0.0021,,18.99,18.45,0.0834,0.09269999999999999,-0.0458,0.1753,0.0286,24900.0,166300.0,68340.0,,-15.73,,898367300.0,853179730.0,-205339450.0,-1.892,4.28,1.0,92.33,,,,2010-04-21
002746,仙坛股份,0.0048,6.33,0.03,6.33,6.34,11286484.0,71305187.0,161000.0,0.0,0.0016,0.19,0.0159,-0.63,5447210100.0,4492250500.0,0.8247,0.0,,,,,,5115567.0,6170917.0,0.829,,,,0.01,0.63,18.96,193124450.0,1.2,0.22,肉鸡养殖,养殖业,6.3,6.32,0.0032,,6.34,6.28,-0.004699999999999999,0.0326,0.030899999999999997,0.056799999999999996,0.0095,958.0,176300.0,10501.0,,1.85,,860538730.0,709676230.0,221724310.0,0.7248,5.29,1.0,6.06,,,,2015-02-16
300433,蓝思科技,0.0048,29.57,0.14,29.57,29.58,49623412.0,1459626100.0,1500.0,0.001,0.0075,0.53,0.01,35.67,156257570000.0,147018230000.0,0.9409000000000001,0.001,,,,,,25746702.0,23876710.0,1.08,,,有,0.04,0.69,38.15,2842952800.0,2.9,0.57,消费电子零部件及组装,消费电子,29.43,29.35,-0.0027,,29.96,28.71,-0.0070999999999999995,0.078,-0.0725,0.3818,0.0425,16700.0,21200.0,84730.0,0.22,5.89,,5284327600.0,4971871000.0,3118813500.0,0.1991,10.19,1.0,-17.67,,,,2015-03-18
002165,红宝丽,0.0048,8.46,0.04,8.45,8.46,17627625.0,148556770.0,522700.0,0.0,0.0024,0.39,0.0242,-7.36,6220382800.0,6155745500.0,0.9895999999999999,0.0,,,,,,7823540.0,9804085.0,0.798,,,,-0.14,1.01,124.7,37461730.0,3.04,0.051,聚氨酯,化学制品,8.42,8.44,0.0024,,8.46,8.36,-0.009399999999999999,0.0132,-0.0197,0.9953,0.011899999999999999,274490.0,354200.0,12642.0,,-12.37,,735269840.0,727629500.0,40579326.0,-0.1873,2.78,6.0,11.5,,,,2007-09-13
000825,太钢不锈,0.0048,4.23,0.02,4.23,4.24,59635064.0,251529220.0,233000.0,0.0,0.0,0.29,0.0105,-44.48,24095128000.0,24095128000.0,1.0,0.0,,,,,,27693334.0,31941730.0,0.867,,,,-0.07,0.89,170.5,568040590.0,0.727,0.1,特钢,钢铁,4.21,4.23,0.0048,,4.26,4.18,0.0168,0.047,0.09300000000000001,0.2155,0.019,328232.0,664700.0,39508.0,0.03,-13.8,,5696247800.0,5696247800.0,612888680.0,2.025,5.82,0.0,0.27,,,,1998-10-21
300857,协创数据,0.004699999999999999,163.37,0.77,163.37,163.38,11498051.0,1855511800.0,63500.0,-0.0007000000000000001,0.004699999999999999,1.23,0.0333,65.27,56545750000.0,56383646000.0,0.9971,-0.0007000000000000001,,,,,,6342957.0,5155094.0,1.23,,,,-0.13,0.62,67.91,697934210.0,14.39,2.03,消费电子零部件及组装,消费电子,162.6,162.6,0.0,,165.57,157.25,-0.0365,0.0617,0.012199999999999999,1.1456,0.0512,3200.0,1200.0,42476.0,0.08,-4.18,,346120770.0,345128520.0,759514720.0,0.253,11.35,0.0,-80.79,,,,2020-07-27
301329,信音电子,0.004699999999999999,21.22,0.1,21.22,21.23,4656719.0,97798683.0,67600.0,-0.0009,0.0086,1.03,0.07769999999999999,-17.08,3611644000.0,1272011680.0,0.3522,-0.0009,,,,,,2407482.0,2249237.0,1.07,,,,-0.22,0.75,51.46,49135704.0,2.33,0.29,消费电子零部件及组装,消费电子,21.12,21.04,-0.0038,,21.29,20.72,0.0173,0.08380000000000001,0.051500000000000004,0.0264,0.027000000000000003,2600.0,5500.0,11319.0,,-10.36,,170200000.0,59944000.0,57127464.0,0.00881,9.11,0.0,6.86,,,,2023-07-17
000066,中国长城,0.004699999999999999,16.99,0.08,16.99,17.0,89021983.0,1496700900.0,1318972.0,-0.0006,0.0089,1.05,0.0276,-59.75,54806327000.0,54802771000.0,0.9998999999999999,-0.0006,,,,,,48214612.0,40807371.0,1.18,,,,-0.29,0.84,,16066693.0,4.94,0.005,其他计算机设备,计算机设备,16.91,16.84,-0.0040999999999999995,,17.01,16.61,0.0229,0.061200000000000004,-0.004699999999999999,0.1661,0.023700000000000002,89428.0,1058251.0,89798.0,0.08,-17.72,,3225799100.0,3225589800.0,42677991.0,1.023,3.44,1.0,41.49,,,,1997-06-26
301048,金鹰重工,0.004699999999999999,12.75,0.06,12.75,12.76,8770469.0,110776644.0,1100.0,0.0,0.0143,0.94,0.016399999999999998,8.56,6800000900.0,6800000900.0,1.0,0.0,,,,,,4622331.0,4148138.0,1.11,,,,0.01,0.65,32.22,125185590.0,2.48,0.23,轨交设备,轨交设备,12.69,12.57,-0.0095,,12.88,12.46,0.0225,0.0944,0.09630000000000001,0.36979999999999996,0.0331,106600.0,47500.0,7560.0,,1.58,,533333400.0,533333400.0,156710370.0,0.19510000000000002,5.14,1.0,-32.63,,,,2021-08-18
300532,今天国际,0.004699999999999999,12.75,0.06,12.74,12.75,6325651.0,80331081.0,164100.0,0.0016,0.0055000000000000005,0.4,0.0147,4.29,5779882100.0,5497026500.0,0.9511,0.0016,,,,,,3096471.0,3229180.0,0.959,,,,-0.0,0.44,25.63,220311040.0,3.1,0.49,IT服务,IT服务,12.69,12.68,-0.0008,,12.78,12.6,-0.0604,0.004699999999999999,-0.0646,0.1263,0.014199999999999999,14700.0,43900.0,10185.0,,-0.83,,453324090.0,431139340.0,246514160.0,-0.18780000000000002,4.12,3.0,5.76,,,,2016-08-18
000900,现代投资,0.004699999999999999,4.26,0.02,4.26,4.27,12130314.0,51550039.0,39700.0,-0.0023,0.004699999999999999,0.24,0.008,-38.39,6465948700.0,6465661200.0,1.0,-0.0023,,,,,,5576850.0,6553464.0,0.851,,,,-0.0,0.7,17.57,433447810.0,0.581,0.259,高速公路,公路铁路运输,4.24,4.24,0.0,,4.27,4.23,-0.0116,0.0143,0.0467,0.0,0.009399999999999999,33300.0,587947.0,9080.0,,-1.16,,1517828300.0,1517760800.0,716139130.0,0.067,7.34,0.0,-0.88,,,,1999-01-28
000859,国风新材,0.004699999999999999,6.39,0.03,6.38,6.39,7967705.0,50670263.0,97300.0,0.0,0.0031,0.48,0.0089,19.4,5725288400.0,5724962500.0,0.9998999999999999,0.0,,,,,,4495105.0,3472600.0,1.29,,,,0.02,0.51,,-65604288.0,2.1,-0.07,膜材料,塑料制品,6.36,6.37,0.0016,,6.4,6.32,-0.0259,0.0095,-0.0259,0.26280000000000003,0.0126,128795.0,36300.0,4876.0,,6.72,,895976270.0,895925270.0,-64189300.0,0.1423,3.04,2.0,-9.12,,,,1998-11-19
301132,满坤科技,0.004699999999999999,36.27,0.17,36.26,36.27,2259474.0,81126869.0,35500.0,-0.0006,0.0075,1.01,0.0239,-58.62,5371088300.0,3436028100.0,0.6396999999999999,-0.0006,,,,,,1085400.0,1174074.0,0.925,,,,-0.29,0.69,39.25,102041915.0,2.96,0.69,印制电路板,元件,36.1,36.0,-0.0028000000000000004,,36.38,35.39,-0.0195,0.0712,0.0304,0.3393,0.0274,2000.0,12900.0,8884.0,,-46.52,,148086250.0,94734716.0,113828469.0,0.4236,12.26,1.0,75.17,,,,2022-08-10
301383,天键股份,0.004699999999999999,34.16,0.16,34.14,34.16,1215992.0,41231742.0,29300.0,-0.0003,0.004699999999999999,0.74,0.0172,-48.97,5577412500.0,2412179200.0,0.4325,-0.0003,,,,,,583460.0,632532.0,0.922,,,,-0.12,0.78,161.4,-9436047.0,2.78,-0.06,消费电子零部件及组装,消费电子,34.0,34.0,0.0,,34.36,33.53,-0.0353,-0.0026,-0.0592,-0.34619999999999995,0.024399999999999998,4260.0,1700.0,3698.0,,-18.28,,163273200.0,70614145.0,-1920537.0,-1.056,12.3,1.0,18.63,,,,2023-06-09
