.	代码	    名称	.	涨幅	现价	涨跌	买价	卖价	总手	总金额	现手	1分钟涨速	实体涨幅	现均差%	换手	委比%	总市值	流通市值	流通比例	4分钟涨速	当日偏离值	异动偏离值	10日内偏离值	30日内偏离值	10日异动次数	内盘	外盘	内外比	备注	利空	利好	主力净量	量比	TTM市盈率	净利润	市净率	每股盈利	细分行业	所属行业	昨收	开盘	开盘涨幅	竞价换手	最高	最低	5日涨幅	10日涨幅	20日涨幅	年初至今	振幅	买量	卖量	笔数	贡献度	机构动向	异动类型	总股本	流通股本	利润总额	净利润增长率	每股净资产	金叉个数	散户数量	自选时间	自选价格	自选收益	上市日期	
68	SH603262	技源集团	--	+0.92%	29.47	+0.27	29.46	29.47	1061651	31148862	11900--	+0.00%	+0.68%	+0.45	2.74%	-49.18	11788294700	1143513950	9.70%	+0.00%	--	--	--	--	--	423738	637913	0.664	--	无	无	0.32	0.78	76.38	116557031	7.69	0.320	其他食品	食品加工制造	29.20	29.27	+0.24%	--	29.47	29.12	-1.96%	+0.10%	-4.04%	+170.86%	1.20%	8200	21452	2338	--	57.15	--	400010000	38802645	135702410亿	-14.72%	3.83	6	-70.21	--	--	--	20250723	
32	SH688332	中科蓝讯	--	+0.92%	137.58	+1.26	137.57	137.58	2846441	380534360	200--	-0.01%	+2.66%	+2.86	6.42%	-31.00	16591900000	6096768400	36.75%	-0.02%	--	--	--	--	--	1259438	1587003	0.794	--	无	无	0.06	0.77	54.47	211207110	4.05	1.75	数字芯片设计	半导体	136.32	134.01	-1.69%	--	137.67	131.15	-6.44%	-7.98%	-3.17%	+6.24%	4.78%	500	4907	7908	+0.01	1.04	--	120598200	44314351	224307210亿	2.17%	33.96	3	32.49	--	--	--	20220715	
4	SZ300036	超图软件	--	+0.92%	17.52	+0.16	17.51	17.52	13089100	228402490	1000--	+0.06%	+0.75%	+0.40	2.99%	-48.73	8633271100	7682130700	88.98%	+0.06%	--	--	--	--	--	6001405	7087695	0.847	--	无	无	-0.03	1.04		42955662	3.21	0.089	垂直应用软件	软件开发	17.36	17.39	+0.17%	--	17.60	17.30	+2.70%	+8.35%	+5.86%	+3.18%	1.73%	72300	59600	25235	--	-2.63	--	492766620	438477780	32173065亿	63.29%	5.47	0	3.55	--	--	--	20091225	
	SH600279	重庆港	--	+0.92%	5.48	+0.05	5.47	5.48	7992400	43630052	149600--	+0.18%	+1.11%	+0.39	0.67%	-70.46	6504027200	6504027200	100.00%	+0.18%	--	--	--	--	--	3585499	4406901	0.814	--	无	无	-0.02	0.84	12.94	48174328	0.966	0.041	港口	港口航运	5.43	5.42	-0.18%	--	5.48	5.40	+2.05%	+2.24%	+4.38%	+14.41%	1.47%	1300	462601	9226	+0.00	-10.44	--	1186866280	1186866280	133095547亿	-35.43%	5.68	1	1.46	--	--	--	20000731	
4	SZ002478	常宝股份	--	+0.92%	6.58	+0.06	6.57	6.58	22172300	145665740	313300--	-0.15%	-0.15%	+0.16	3.07%	-35.32	5927291800	4755523500	80.23%	-0.15%	--	--	--	--	--	11610550	10561750	1.10	--	无	无	-0.11	0.49	9.63	392435810	1.00	0.440	特钢	钢铁	6.52	6.59	+1.07%	--	6.64	6.52	-2.37%	+8.58%	+18.56%	+29.78%	1.84%	58800	11300	18849	--	-9.11	--	900804230	722723940	457420130亿	-4.60%	6.56	1	16.28	--	--	--	20100921	
4	SZ301322	绿通科技	--	+0.92%	30.72	+0.28	30.72	30.73	1444810	43740140	8200--	-0.10%	+0.89%	+1.47	1.59%	-3.35	4340363600	2795387300	64.40%	-0.10%	--	--	--	--	--	705050	739760	0.953	--	无	无	0.02	0.87	50.10	69976239	1.54	0.500	其他运输设备	汽车服务及其他	30.44	30.45	+0.03%	--	30.77	29.92	-0.78%	+3.05%	-11.34%	+43.02%	2.79%	5300	2100	3523	--	3.17	--	141287880	90995680	82645390亿	-44.23%	19.95	5	-4.51	--	--	--	20230306	
4	SH601369	陕鼓动力	--	+0.92%	8.78	+0.08	8.77	8.78	11270200	98444148	127100--	+0.00%	+0.57%	+0.52	0.66%	-56.10	15132106000	14976889000	98.97%	+0.00%	--	--	--	--	--	5230250	6039950	0.866	--	无	无	-0.04	0.78	15.24	617482200	1.72	0.360	能源及重型设备	专用设备	8.70	8.73	+0.34%	--	8.79	8.66	+1.50%	+4.40%	+5.15%	+6.17%	1.49%	75600	102160	14162	+0.01	-18.16	--	1723474500	1705796000	898269030亿	-7.31%	5.10	4	3.73	--	--	--	20100428	
	SH603060	国检集团	--	+0.92%	6.59	+0.06	6.58	6.59	5508427	36168259	97100--	+0.30%	+0.92%	+0.37	0.69%	-34.38	5298097900	5298097900	100.00%	+0.30%	--	--	--	--	--	3075263	2433164	1.26	--	无	无	-0.06	1.19	30.52	41217691	2.68	0.051	专业服务	其他社会服务	6.53	6.53	+0.00%	--	6.59	6.52	+0.30%	+2.17%	+2.97%	-8.42%	1.07%	4000	72000	6873	+0.00	-62.27	--	803960220	803960220	57309994亿	-42.17%	2.46	4	8.97	--	--	--	20161109	
4	SH600072	中船科技	--	+0.92%	12.09	+0.11	12.08	12.09	11202914	134573910	219200--	+0.00%	+0.42%	+0.65	1.03%	+2.61	18166728000	13097548200	72.10%	+0.00%	--	--	--	--	--	5280321	5922593	0.892	--	无	无	0.00	0.73		-1433652000	1.87	-0.952	风电整机	风电设备	11.98	12.04	+0.50%	--	12.10	11.93	-0.98%	+1.09%	-1.06%	-13.77%	1.42%	71300	139651	12555	+0.01	0.89	--	1502624300	1083337320	-1395211300亿	-1931%	6.46	1	4.12	--	--	--	19970603	
4	SH603596	伯特利	--	+0.92%	50.59	+0.46	50.58	50.59	13420545	682268100	53600--	+0.08%	+1.06%	-0.49	2.21%	+69.80	30683382000	30683382000	100.00%	+0.08%	--	--	--	--	--	7347519	6073026	1.21	--	无	无	-0.04	1.03	23.20	891492410	4.19	1.47	底盘与发动机系统	汽车零部件	50.13	50.06	-0.14%	--	51.58	50.06	+5.66%	+8.70%	-2.24%	+14.35%	3.03%	33600	1600	39305	+0.01	-4.00	--	606510820	606510820	1041935680亿	14.58%	12.06	0	35.47	--	--	--	20180427	
4	SZ300070	碧水源	--	+0.92%	4.40	+0.04	4.40	4.41	25232207	110690534	346600--	+0.00%	+0.69%	+0.30	0.73%	-23.12	15946521000	15112979000	94.77%	+0.00%	--	--	--	--	--	7652600	17579607	0.435	--	无	无	-0.09	0.94	728.3	-79635530	0.586	-0.022	水务及水治理	环境治理	4.36	4.37	+0.23%	--	4.41	4.36	-0.68%	+2.33%	+0.92%	-12.97%	1.15%	511100	528800	14062	+0.04	-18.14	--	3624209400	3434767900	44508413亿	-85.44%	7.51	5	20.90	--	--	--	20100421	
	SZ002802	洪汇新材	--	+0.92%	13.20	+0.12	13.20	13.22	3282722	43283472	49300--	+0.00%	+0.92%	+0.11	2.18%	-7.70	2406386300	1989585400	82.68%	+0.00%	--	--	--	--	--	1339073	1943649	0.689	--	无	无	-0.19	1.63	52.58	30724361	3.80	0.170	其他化学制品	化学制品	13.08	13.08	+0.00%	--	13.28	13.03	-0.08%	+2.88%	+3.77%	+12.34%	1.91%	13300	10950	4177	--	-20.53	--	182301990	150726170	36876666亿	-30.48%	3.47	3	5.21	--	--	--	20160629	
4	SZ300996	普联软件	--	+0.92%	17.61	+0.16	17.60	17.61	7923527	138856530	181020--	+0.00%	+0.34%	+0.49	3.37%	-42.90	4979686200	4134534000	83.03%	+0.00%	--	--	--	--	--	4192686	3730841	1.12	--	无	无	0.01	1.05	46.19	1482353	3.95	0.005	垂直应用软件	软件开发	17.45	17.55	+0.57%	--	17.64	17.40	+2.68%	+4.70%	+2.44%	+37.19%	1.38%	69500	39880	13226	--	0.90	--	282776050	234783310	-11946425亿	-90.07%	4.46	3	28.07	--	--	--	20210603	
4	SH600452	涪陵电力	--	+0.91%	9.98	+0.09	9.98	9.99	30570234	304157010	137130--	-0.10%	+0.81%	+0.31	1.99%	-38.46	15334686000	15334686000	100.00%	-0.10%	--	--	--	--	--	14033834	16536400	0.849	--	无	无	0.04	0.99	39.30	295864840	2.80	0.190	电能综合服务	电力	9.89	9.90	+0.10%	--	10.15	9.83	+3.85%	+6.62%	+6.06%	-4.95%	3.24%	29870	574657	21121	+0.01	3.73	--	1536541700	1536541700	355234060亿	-29.58%	3.56	0	-16.96	--	--	--	20040303	
4	SZ000719	中原传媒	--	+0.91%	12.20	+0.11	12.19	12.20	9684445	117490030	168500--	-0.08%	+0.41%	+0.56	1.45%	+76.74	12483085700	8139200000	65.20%	-0.08%	--	--	--	--	--	4433682	5250763	0.844	--	无	无	0.04	0.96	9.84	746723740	1.07	0.730	出版	文化传媒	12.09	12.15	+0.50%	--	12.22	12.05	-2.48%	-0.97%	+3.30%	+13.38%	1.41%	4323	4400	17912	--	25.15	--	1023203750	667147540	828946180亿	46.94%	11.37	1	-5.67	--	--	--	19970331	
4	SZ300950	德固特	--	+0.91%	33.31	+0.30	33.31	33.32	3069524	101619506	71807--	+0.03%	+1.00%	+0.62	3.40%	+3.44	5079108800	3010383800	59.27%	+0.03%	--	--	--	--	--	1569753	1499771	1.05	--	无	无	-0.28	0.56	71.73	72262019	6.41	0.470	能源及重型设备	专用设备	33.01	32.98	-0.09%	--	33.37	32.66	-1.13%	-5.93%	+6.93%	+108.84%	2.15%	1493	14500	6043	--	-19.32	--	152480000	90374775	84857384亿	-26.39%	5.20	4	50.58	--	--	--	20210303	
4	SZ000997	新 大 陆	--	+0.91%	27.77	+0.25	27.76	27.77	11071517	306054410	111200--	-0.07%	+1.31%	+0.46	1.10%	-61.03	28133729000	27976592000	99.44%	-0.07%	--	--	--	--	--	5597000	5474517	1.02	--	无	无	-0.03	0.63	25.37	918215940	3.92	0.911	其他计算机设备	计算机设备	27.52	27.41	-0.40%	--	27.98	27.37	+1.76%	+5.67%	-0.89%	+40.75%	2.22%	6700	70780	19823	+0.08	-6.39	--	1013097920	1007439380	1158046060亿	12.15%	7.09	2	0.00	--	--	--	20000807	
	SZ000856	冀东装备	--	+0.91%	11.11	+0.10	11.10	11.11	3348200	37080058	44700--	+0.00%	+0.82%	+0.32	1.48%	-44.50	2521970000	2521970000	100.00%	+0.00%	--	--	--	--	--	1521050	1827150	0.833	--	无	无	-0.03	0.70	134.6	8118206	6.01	0.036	其他专用设备	专用设备	11.01	11.02	+0.09%	--	11.12	11.02	-0.54%	+2.59%	+3.73%	+61.01%	0.91%	24800	26000	8774	--	-100.00	--	227000000	227000000	7486224亿	-27.74%	1.85	5	3.36	--	--	--	19980813	
	SH601956	东贝集团	--	+0.91%	7.80	+0.07	7.79	7.80	15487640	119769814	495100--	+0.13%	+1.83%	+0.86	2.49%	+11.49	4848609400	4848609400	100.00%	+0.13%	--	--	--	--	--	8073620	7414020	1.09	--	无	无	-0.12	0.42	37.84	104359761	1.90	0.168	家电零部件	白色家电	7.73	7.66	-0.91%	--	7.80	7.65	-1.27%	-6.02%	+2.50%	+64.90%	1.94%	110000	212700	10068	+0.00	-13.01	--	621616590	621616590	122707660亿	0.939%	4.10	1	24.75	--	--	--	20201225	
	SZ300016	北陆药业	--	+0.90%	8.94	+0.08	8.93	8.94	19548342	174323850	326900--	+0.00%	+0.45%	+0.25	3.48%	-21.88	5032086100	5025305300	99.87%	+0.00%	--	--	--	--	--	9094950	10453392	0.870	--	无	无	0.01	1.34	150.5	44176899	2.28	0.087	化学制剂	化学制药	8.86	8.90	+0.45%	--	8.99	8.78	+3.95%	+1.94%	+2.64%	+45.37%	2.37%	125900	41500	15333	--	0.63	--	562873160	562114690	44984561亿	81.10%	3.93	3	-6.80	--	--	--	20091030	
	SZ300201	海伦哲	--	+0.90%	5.60	+0.05	5.59	5.60	24274019	135251790	2000--	+0.00%	+1.08%	+0.51	2.41%	-33.77	5650644200	5630481400	99.64%	+0.00%	--	--	--	--	--	10937104	13336915	0.820	--	无	无	-0.04	0.93	21.17	176414070	3.35	0.187	工程机械	工程机械	5.55	5.54	-0.18%	--	5.60	5.53	-0.36%	+4.87%	+2.00%	+7.07%	1.26%	182324	962438	17790	--	-2.71	--	1009043610	1005443120	207999460亿	32.57%	1.67	4	-9.50	--	--	--	20110407	
4	SH601500	通用股份	--	+0.90%	4.48	+0.04	4.47	4.48	16922163	75541764	412900--	+0.00%	+0.90%	+0.36	1.07%	-2.95	7120134500	7091843300	99.60%	+0.00%	--	--	--	--	--	6997663	9924500	0.705	--	无	无	-0.02	1.11	68.37	110119837	1.16	0.070	轮胎轮毂	汽车零部件	4.44	4.44	+0.00%	--	4.48	4.43	+0.67%	+2.05%	+0.00%	-15.95%	1.13%	649831	998400	7000	+0.00	-3.90	--	1589315700	1583000700	111707697亿	-71.01%	3.86	3	4.58	--	--	--	20160919	
4	SH600491	龙元建设	--	+0.90%	3.36	+0.03	3.35	3.36	16306394	54621331	266500--	+0.00%	+0.90%	+0.31	1.07%	+13.65	5139986700	5139986700	100.00%	+0.00%	--	--	--	--	--	6903614	9402780	0.734	--	无	无	-0.04	0.49		-256453920	0.524	-0.170	房屋建设	建筑装饰	3.33	3.33	+0.00%	--	3.36	3.33	-5.35%	-2.04%	-4.00%	-10.16%	0.90%	637990	90000	5173	+0.00	-6.69	--	1529758000	1529758000	-200383740亿	18.94%	6.41	1	-2.06	--	--	--	20040524	
4	SZ300569	天能重工	--	+0.90%	6.73	+0.06	6.73	6.74	42305301	283399510	1168600--	-0.30%	-0.44%	+0.47	4.15%	-5.67	6882842500	6861935800	99.70%	-0.30%	--	--	--	--	--	21132125	21173176	0.998	--	无	无	-0.04	0.75		84058569	1.33	0.083	风电零部件	风电设备	6.67	6.76	+1.35%	--	6.87	6.58	+2.44%	+7.85%	+0.90%	+35.41%	4.35%	85100	106300	39025	--	-1.97	--	1022710620	1019604130	94936382亿	1359%	5.07	1	1.06	--	--	--	20161125	
4	SZ301319	唯特偶	--	+0.90%	40.42	+0.36	40.41	40.42	2872030	115114931	33900--	+0.00%	+0.80%	+0.85	3.07%	-17.53	5025416800	3775976600	75.14%	+0.00%	--	--	--	--	--	1495475	1376555	1.09	--	无	无	-0.04	0.79	58.55	69534467	4.29	0.563	电子化学品	电子化学品	40.06	40.10	+0.10%	--	40.68	39.16	-1.41%	+0.42%	-15.05%	+106.65%	3.79%	9800	18800	12309	--	-2.90	--	124329955	93418521	80413878亿	-4.84%	9.43	1	-24.98	--	--	--	20220929	
4	SZ301032	新柴股份	--	+0.90%	13.48	+0.12	13.47	13.48	2652385	35609829	34400--	+0.00%	+0.45%	+0.41	1.66%	-76.41	3250478200	2155085000	66.30%	+0.00%	--	--	--	--	--	1113135	1539250	0.723	--	无	无	-0.06	0.76	35.49	59243784	2.69	0.246	其他通用设备	通用设备	13.36	13.42	+0.45%	--	13.50	13.32	-0.44%	+5.23%	+6.56%	+45.10%	1.35%	800	14300	7740	--	-26.75	--	241133400	159872780	60174828亿	26.69%	5.00	2	8.57	--	--	--	20210722	
96	SH688583	思看科技	--	+0.90%	88.78	+0.79	88.70	88.78	402005	35379099	1000--	-0.02%	+0.89%	+0.88	2.27%	-37.63	7848152000	1569630500	20.00%	-0.02%	--	--	--	--	--	210888	191117	1.10	--	无	无	-0.26	0.86	65.67	79079023	6.79	0.920	仪器仪表	通用设备	87.99	88.00	+0.01%	--	88.88	87.20	-1.90%	+2.07%	-11.09%	+252.79%	1.91%	544	200	1105	--	-22.80	--	88400000	17680001	85620483亿	-1.28%	13.07	2	144.04	--	--	--	20250115	
4	SZ002095	生 意 宝	--	+0.90%	20.23	+0.18	20.23	20.24	4085140	82451216	82700--	-0.05%	+1.10%	+0.23	1.62%	-72.75	5112525600	5092061200	99.60%	-0.05%	--	--	--	--	--	1850800	2234340	0.828	--	无	无	-0.01	0.78		-2807682	5.77	-0.010	数字媒体	文化传媒	20.05	20.01	-0.20%	--	20.30	20.01	+2.69%	+5.04%	+4.06%	+13.02%	1.45%	9700	18700	8614	--	-2.50	--	252720000	251708420	-7485102亿	81.11%	3.51	2	11.30	--	--	--	20061215	
4	SZ300316	晶盛机电	--	+0.90%	39.35	+0.35	39.33	39.35	19342802	748854310	100--	-0.05%	+0.90%	+1.63	1.57%	-76.98	51530155000	48461706000	94.05%	-0.05%	--	--	--	--	--	10178065	9164737	1.11	--	无	有	-0.14	0.75	114.3	901103580	2.95	0.690	光伏加工设备	光伏设备	39.00	39.00	+0.00%	--	39.80	37.90	-1.99%	+0.77%	-12.46%	+24.92%	4.87%	500	6300	45274	+0.14	-16.22	--	1309533800	1231555430	1028928390亿	-69.56%	13.33	1	42.67	--	--	--	20120511	
	SZ002224	三 力 士	--	+0.89%	4.51	+0.04	4.50	4.51	20028008	89961722	420200--	+0.00%	+0.67%	+0.41	2.48%	-11.62	4068544600	3636775500	89.39%	+0.00%	--	--	--	--	--	9572250	10455758	0.916	--	无	无	-0.00	1.00	416.1	27651146	1.26	0.040	其他橡胶制品	橡胶制品	4.47	4.48	+0.22%	--	4.52	4.45	+1.81%	+4.40%	+1.35%	+5.13%	1.57%	509400	161502	9170	--	-0.41	--	902116320	806380370	39432198亿	-45.76%	3.59	1	-8.13	--	--	--	20080425	
32	SH688029	南微医学	--	+0.89%	83.62	+0.74	83.60	83.62	2285500	191171700	11359--	-0.18%	+0.14%	-0.03	1.22%	+5.82	15707801000	15707801000	100.00%	-0.18%	--	--	--	--	--	1197435	1088065	1.10	--	无	无	0.01	0.69	25.69	509263960	3.86	2.72	医疗耗材	医疗器械	82.88	83.50	+0.75%	--	85.16	82.09	-3.89%	-3.89%	-11.29%	+26.52%	3.70%	914	1967	8321	+0.01	3.07	--	187847420	187847420	626627250亿	12.90%	21.68	4	-39.48	--	--	--	20190722	
4	SZ300873	海晨股份	--	+0.89%	23.76	+0.21	23.76	23.77	5052755	120343238	51100--	-0.17%	-0.96%	-0.24	3.03%	-0.79	5479098300	3964110900	72.35%	-0.17%	--	--	--	--	--	2672345	2380410	1.12	--	无	无	0.17	1.11	19.59	204465380	1.74	0.892	物流	物流	23.55	23.99	+1.87%	--	24.10	23.54	-1.37%	+2.02%	-4.88%	+43.91%	2.38%	2200	4300	10680	--	12.19	--	230601780	166839690	244604980亿	-6.27%	13.64	5	-51.04	--	--	--	20200824	
4	SZ002628	成都路桥	--	+0.89%	4.53	+0.04	4.52	4.53	13539500	61027670	450700--	-0.22%	+0.22%	+0.50	1.80%	+19.13	3429664900	3414645200	99.56%	-0.22%	--	--	--	--	--	6460050	7079450	0.913	--	无	无	-0.09	0.46		-28361356	1.20	-0.037	基础建设	建筑装饰	4.49	4.52	+0.67%	--	4.54	4.47	-0.88%	-6.79%	-3.82%	+0.00%	1.56%	511500	169900	8378	--	-11.56	--	757100420	753784800	-27106619亿	-36.96%	3.78	5	12.86	--	--	--	20111103	
32	SH688560	明冠新材	--	+0.89%	14.73	+0.13	14.70	14.73	3204503	46746421	60022--	+0.20%	+0.61%	+0.97	1.59%	-59.82	2965177300	2965177300	100.00%	+0.20%	--	--	--	--	--	1395467	1809036	0.771	--	无	无	-0.00	0.91		-73824227	1.12	-0.370	光伏辅材	光伏设备	14.60	14.64	+0.27%	--	14.76	14.39	+4.77%	+5.67%	+3.01%	+15.17%	2.53%	2000	4858	6379	+0.00	-1.03	--	201301920	201301920	-72734158亿	-428.0%	13.19	0	12.48	--	--	--	20201224	
4	SZ300977	深圳瑞捷	--	+0.89%	19.27	+0.17	19.26	19.27	2105700	40517850	36300--	-0.10%	+0.31%	+0.15	2.22%	+73.61	2933409000	1826837600	62.28%	-0.10%	--	--	--	--	--	1132700	973000	1.16	--	无	无	-0.17	1.16		27128804	2.12	0.180	工程咨询服务	建筑装饰	19.10	19.21	+0.58%	--	19.40	19.08	-0.21%	+3.21%	+4.16%	+4.56%	1.68%	200	2600	6994	--	-55.45	--	152226730	94802158	31606302亿	64.87%	9.11	3	34.93	--	--	--	20210420	
	SZ002972	科安达	--	+0.89%	12.49	+0.11	12.49	12.50	3622940	45174299	38900--	+0.24%	+1.13%	+0.17	2.69%	+63.49	3072649900	1681737200	54.73%	+0.24%	--	--	--	--	--	1754680	1868260	0.939	--	无	无	-0.31	1.06	38.75	60043603	2.56	0.245	轨交设备	轨交设备	12.38	12.35	-0.24%	--	12.68	12.32	-1.89%	+0.24%	+4.08%	+23.66%	2.91%	46300	8500	5709	--	-24.55	--	246008800	134646690	70904443亿	-12.76%	4.88	2	0.00	--	--	--	20191227	
4	SZ002821	凯莱英	--	+0.89%	98.96	+0.87	98.95	98.96	5366785	527319810	23700--	+0.00%	+0.26%	+0.72	1.69%	-34.41	35684355000	31371994000	87.92%	+0.00%	--	--	--	--	--	2741083	2625702	1.04	--	无	无	-0.02	0.63	34.35	800245220	2.06	2.18	医疗研发外包	医疗服务	98.09	98.70	+0.62%	--	99.50	97.30	-5.52%	-6.47%	-8.17%	+31.96%	2.24%	14700	16040	21647	+0.10	-3.51	--	360593720	317016910	909949130亿	12.66%	48.12	2	0.78	--	--	--	20161118	
4	SZ301278	快可电子	--	+0.88%	36.50	+0.32	36.49	36.50	1751500	63454860	400--	+0.00%	+0.83%	+0.75	3.89%	-48.22	3274347200	1641874400	50.14%	+0.00%	--	--	--	--	--	869600	881900	0.986	--	无	无	0.11	1.02	109.2	19960563	2.30	0.220	光伏电池组件	光伏设备	36.18	36.20	+0.06%	--	36.50	35.86	+3.05%	+4.35%	+7.89%	+5.98%	1.77%	1700	17700	6060	--	10.93	--	89708143	44982861	24597809亿	-77.57%	15.86	2	-44.98	--	--	--	20220804	
32	SH688182	灿勤科技	--	+0.88%	26.26	+0.23	26.25	26.26	9432773	249128690	31914--	+0.00%	+0.84%	-0.58	2.36%	-16.56	10504000000	10504000000	100.00%	+0.00%	--	--	--	--	--	5030692	4402081	1.14	--	无	无	0.13	1.62	111.8	86235579	4.69	0.220	通信网络设备及器件	通信设备	26.03	26.04	+0.04%	--	27.15	25.55	+1.04%	+6.75%	-10.19%	+47.49%	6.15%	1000	31494	18696	+0.00	12.41	--	400000000	400000000	96717072亿	72.33%	5.59	2	-39.10	--	--	--	20211116	
32	SH688399	硕世生物	--	+0.88%	77.77	+0.68	77.77	77.78	1658231	128006104	11260--	-0.03%	-0.74%	+0.75	1.98%	+53.95	6522703700	6522703700	100.00%	-0.03%	--	--	--	--	--	846798	811433	1.04	--	无	无	0.09	0.75		3151662	2.20	0.040	体外诊断	医疗器械	77.09	78.35	+1.63%	--	78.35	75.64	-1.24%	+10.14%	+22.78%	+89.66%	3.52%	9170	900	4173	+0.00	7.29	--	83871721	83871721	7125469亿	-88.38%	35.38	1	-42.64	--	--	--	20191205	
	SZ300610	晨化股份	--	+0.88%	11.44	+0.10	11.43	11.44	3349706	38063073	35600--	-0.17%	+0.88%	+0.68	2.08%	-82.21	2459691300	1844448900	74.99%	-0.18%	--	--	--	--	--	1510466	1839240	0.821	--	无	无	-0.12	1.00	35.13	52810395	2.13	0.250	其他化学制品	化学制品	11.34	11.34	+0.00%	--	11.46	11.26	+0.79%	+2.33%	-2.64%	+16.73%	1.76%	400	700	6729	--	-31.38	--	215007980	161228050	61127189亿	-20.80%	5.37	3	15.44	--	--	--	20170213	
	SZ300396	迪瑞医疗	--	+0.88%	13.74	+0.12	13.73	13.74	2094180	28625180	43900--	+0.00%	+0.44%	+0.52	0.77%	-6.75	3746900200	3741266900	99.85%	+0.00%	--	--	--	--	--	1088150	1006030	1.08	--	无	无	-0.01	0.61		-87253987	1.98	-0.320	体外诊断	医疗器械	13.62	13.68	+0.44%	--	13.74	13.56	+0.22%	+3.08%	-2.35%	-14.55%	1.32%	1800	35200	3578	--	-6.07	--	272700160	272290170	-93688791亿	-145.3%	6.95	6	0.00	--	--	--	20140910	
	SZ002990	盛视科技	--	+0.88%	29.77	+0.26	29.76	29.77	3752200	111533869	83200--	-0.10%	+0.88%	+0.15	2.80%	-37.48	7778235300	3992019700	51.32%	-0.10%	--	--	--	--	--	1867150	1885050	0.991	--	无	无	-0.05	1.21	61.65	61306269	3.19	0.240	其他计算机设备	计算机设备	29.51	29.51	+0.00%	--	29.97	29.30	+3.73%	+4.05%	+9.85%	+29.66%	2.27%	4600	6800	12807	--	-8.08	--	261277640	134095388	51114740亿	-44.29%	9.34	3	13.11	--	--	--	20200525	
4	SH600020	中原高速	--	+0.88%	4.59	+0.04	4.58	4.59	19991034	91139263	265600--	+0.00%	+1.10%	+0.68	0.89%	-8.81	10315436700	10315436700	100.00%	+0.00%	--	--	--	--	--	9561378	10429656	0.917	--	无	无	-0.01	0.74	10.13	961231710	0.868	0.390	高速公路	公路铁路运输	4.55	4.54	-0.22%	0.01%	4.59	4.52	+2.91%	+3.85%	+8.00%	+13.33%	1.54%	818300	548000	19724	+0.00	-2.54	--	2247371800	2247371800	1252754610亿	16.78%	5.29	1	1.80	--	--	--	20030808	
	SZ300051	琏升科技	--	+0.88%	6.89	+0.06	6.88	6.89	9596900	65578919	124000--	+0.15%	+1.32%	+0.83	2.61%	-46.50	2564021800	2533666900	98.82%	+0.15%	--	--	--	--	--	4986900	4610000	1.08	--	无	无	-0.22	0.95		-90118928	15.83	-0.240	光伏电池组件	光伏设备	6.83	6.80	-0.44%	--	6.90	6.77	+1.47%	+7.32%	-0.86%	+2.99%	1.90%	7300	53700	11476	--	-19.67	--	372136690	367731040	-245353380亿	-36.09%	0.44	2	22.74	--	--	--	20100211	
4	SH600616	金枫酒业	--	+0.88%	5.76	+0.05	5.76	5.77	9088097	52134918	124800--	+0.00%	+0.88%	+0.41	1.36%	-31.23	3853468500	3853468500	100.00%	+0.00%	--	--	--	--	--	3353897	5734200	0.585	--	无	无	0.01	1.03	149.2	-9586729	2.00	-0.010	其他酒类	饮料制造	5.71	5.71	+0.00%	--	5.78	5.69	+0.52%	+2.13%	+5.49%	+1.95%	1.58%	14800	118100	7586	+0.00	1.38	--	669004950	669004950	-14891688亿	67.68%	2.87	1	0.00	--	--	--	19920929	
4	SH600348	华阳股份	--	+0.88%	8.07	+0.07	8.07	8.08	48781520	395344930	855800--	-0.25%	+0.50%	-0.43	1.35%	+17.14	29112525000	29112525000	100.00%	-0.25%	--	--	--	--	--	22498870	26282650	0.856	--	无	无	-0.08	0.83	19.03	1124148510	1.05	0.310	煤炭开采	煤炭开采加工	8.00	8.03	+0.38%	--	8.18	8.03	+3.20%	-1.82%	+6.18%	+19.01%	1.88%	342750	19500	39853	+0.01	-11.20	--	3607500000	3607500000	1963651500亿	-38.20%	7.65	2	9.16	--	--	--	20030821	
	SH601921	浙版传媒	--	+0.87%	8.08	+0.07	8.07	8.08	16402376	131934337	188600--	+0.12%	+0.50%	+0.45	0.74%	-9.71	17955556000	17955556000	100.00%	+0.12%	--	--	--	--	--	8137532	8264844	0.985	--	无	无	-0.02	0.87	14.00	633425310	1.32	0.290	出版	文化传媒	8.01	8.04	+0.37%	--	8.08	8.00	-3.12%	+0.00%	+0.25%	+8.02%	1.00%	187200	217324	15815	+0.01	-3.99	--	2222222200	2222222200	643402330亿	46.12%	6.12	3	2.33	--	--	--	20210723	
	SZ300637	扬帆新材	--	+0.87%	12.71	+0.11	12.70	12.71	6032000	75997815	128600--	+0.00%	+0.24%	+0.88	2.57%	-15.00	2983674200	2980557800	99.90%	+0.00%	--	--	--	--	--	2986768	3045232	0.981	--	无	无	0.19	0.69	255.0	30649661	4.07	0.131	其他化学制品	化学制品	12.60	12.68	+0.63%	--	12.72	12.42	-5.01%	-0.70%	-4.00%	+38.15%	2.38%	75100	128600	12899	--	29.23	--	234750130	234504940	32759922亿	213.1%	3.12	2	-21.94	--	--	--	20170412	
